#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux)
12710,09/10/2023 22:10:00,22.31,0.00
12711,09/10/2023 22:20:00,22.26,0.00
12712,09/10/2023 22:30:00,22.26,0.00
12713,09/10/2023 22:40:00,22.13,0.00
12714,09/10/2023 22:50:00,22.09,0.00
12715,09/10/2023 23:00:00,22.01,0.00
12716,09/10/2023 23:10:00,21.96,0.00
12717,09/10/2023 23:20:00,21.88,0.00
12718,09/10/2023 23:30:00,21.79,0.00
12719,09/10/2023 23:40:00,21.79,0.00
12720,09/10/2023 23:50:00,21.83,0.00
12721,09/11/2023 00:00:00,21.83,0.00
12722,09/11/2023 00:10:00,21.83,0.00
12723,09/11/2023 00:20:00,21.92,0.00
12724,09/11/2023 00:30:00,22.01,0.00
12725,09/11/2023 00:40:00,22.13,0.00
12726,09/11/2023 00:50:00,22.26,0.00
12727,09/11/2023 01:00:00,22.39,0.00
12728,09/11/2023 01:10:00,22.39,0.00
12729,09/11/2023 01:20:00,22.43,0.00
12730,09/11/2023 01:30:00,22.39,0.00
12731,09/11/2023 01:40:00,22.43,0.00
12732,09/11/2023 01:50:00,22.48,0.00
12733,09/11/2023 02:00:00,22.48,0.00
12734,09/11/2023 02:10:00,22.52,0.00
12735,09/11/2023 02:20:00,22.56,0.00
12736,09/11/2023 02:30:00,22.61,0.00
12737,09/11/2023 02:40:00,22.61,0.00
12738,09/11/2023 02:50:00,22.61,0.00
12739,09/11/2023 03:00:00,22.61,0.00
12740,09/11/2023 03:10:00,22.65,0.00
12741,09/11/2023 03:20:00,22.73,0.00
12742,09/11/2023 03:30:00,22.73,0.00
12743,09/11/2023 03:40:00,22.69,0.00
12744,09/11/2023 03:50:00,22.78,0.00
12745,09/11/2023 04:00:00,22.78,0.00
12746,09/11/2023 04:10:00,22.86,0.00
12747,09/11/2023 04:20:00,22.86,0.00
12748,09/11/2023 04:30:00,22.86,0.00
12749,09/11/2023 04:40:00,22.86,0.00
12750,09/11/2023 04:50:00,22.95,0.00
12751,09/11/2023 05:00:00,22.86,0.00
12752,09/11/2023 05:10:00,22.95,0.00
12753,09/11/2023 05:20:00,22.95,0.00
12754,09/11/2023 05:30:00,22.99,0.00
12755,09/11/2023 05:40:00,22.99,0.00
12756,09/11/2023 05:50:00,22.99,0.00
12757,09/11/2023 06:00:00,22.99,0.21
12758,09/11/2023 06:10:00,22.99,3.03
12759,09/11/2023 06:20:00,23.03,17.00
12760,09/11/2023 06:30:00,23.03,53.60
12761,09/11/2023 06:40:00,22.99,81.12
12762,09/11/2023 06:50:00,22.99,93.24
12763,09/11/2023 07:00:00,23.03,60.96
12764,09/11/2023 07:10:00,22.99,141.20
12765,09/11/2023 07:20:00,22.99,224.16
12766,09/11/2023 07:30:00,22.86,210.08
12767,09/11/2023 07:40:00,22.78,99.40
12768,09/11/2023 07:50:00,22.69,115.88
12769,09/11/2023 08:00:00,22.69,191.68
12770,09/11/2023 08:10:00,22.65,189.04
12771,09/11/2023 08:20:00,22.65,412.32
12772,09/11/2023 08:30:00,22.65,794.88
12773,09/11/2023 08:40:00,22.56,789.76
12774,09/11/2023 08:50:00,22.56,452.16
12775,09/11/2023 09:00:00,22.56,394.88
12776,09/11/2023 09:10:00,22.56,354.72
12777,09/11/2023 09:20:00,22.52,372.00
12778,09/11/2023 09:30:00,22.52,639.84
12779,09/11/2023 09:40:00,22.56,1110.72
12780,09/11/2023 09:50:00,22.56,940.80
12781,09/11/2023 10:00:00,22.56,949.44
12782,09/11/2023 10:10:00,22.52,536.32
12783,09/11/2023 10:20:00,22.48,537.12
12784,09/11/2023 10:30:00,22.48,470.88
12785,09/11/2023 10:40:00,22.39,377.28
12786,09/11/2023 10:50:00,22.35,945.28
12787,09/11/2023 11:00:00,22.35,784.32
12788,09/11/2023 11:10:00,22.26,1361.92
12789,09/11/2023 11:20:00,22.26,1226.88
12790,09/11/2023 11:30:00,22.13,619.04
12791,09/11/2023 11:40:00,22.09,1145.28
12792,09/11/2023 11:50:00,22.09,1080.32
12793,09/11/2023 12:00:00,22.01,712.00
12794,09/11/2023 12:10:00,22.01,1253.44
12795,09/11/2023 12:20:00,22.01,1408.64
12796,09/11/2023 12:30:00,21.92,369.44
12797,09/11/2023 12:40:00,21.92,549.28
12798,09/11/2023 12:50:00,21.92,332.80
12799,09/11/2023 13:00:00,21.96,579.52
12800,09/11/2023 13:10:00,22.05,662.40
12801,09/11/2023 13:20:00,22.13,1204.16
12802,09/11/2023 13:30:00,22.26,1037.12
12803,09/11/2023 13:40:00,22.35,1216.32
12804,09/11/2023 13:50:00,22.43,646.72
12805,09/11/2023 14:00:00,22.43,720.64
12806,09/11/2023 14:10:00,22.43,1502.08
12807,09/11/2023 14:20:00,22.48,1212.80
12808,09/11/2023 14:30:00,22.69,2638.08
12809,09/11/2023 14:40:00,22.56,1016.32
12810,09/11/2023 14:50:00,22.61,1308.16
12811,09/11/2023 15:00:00,22.65,2106.88
12812,09/11/2023 15:10:00,22.65,1137.60
12813,09/11/2023 15:20:00,22.65,2077.44
12814,09/11/2023 15:30:00,22.69,1086.40
12815,09/11/2023 15:40:00,22.73,620.80
12816,09/11/2023 15:50:00,22.73,774.08
12817,09/11/2023 16:00:00,22.78,609.44
12818,09/11/2023 16:10:00,22.78,1233.60
12819,09/11/2023 16:20:00,22.78,597.76
12820,09/11/2023 16:30:00,22.78,808.96
12821,09/11/2023 16:40:00,22.82,435.68
12822,09/11/2023 16:50:00,22.86,444.48
12823,09/11/2023 17:00:00,22.86,414.08
12824,09/11/2023 17:10:00,22.91,311.20
12825,09/11/2023 17:20:00,22.91,244.96
12826,09/11/2023 17:30:00,22.91,168.24
12827,09/11/2023 17:40:00,22.91,77.54
12828,09/11/2023 17:50:00,22.91,53.16
12829,09/11/2023 18:00:00,22.91,30.48
12830,09/11/2023 18:10:00,22.91,16.32
12831,09/11/2023 18:20:00,22.95,9.36
12832,09/11/2023 18:30:00,23.03,5.44
12833,09/11/2023 18:40:00,23.08,2.59
12834,09/11/2023 18:50:00,23.03,0.64
12835,09/11/2023 19:00:00,23.03,0.00
12836,09/11/2023 19:10:00,23.03,0.00
12837,09/11/2023 19:20:00,22.99,0.00
12838,09/11/2023 19:30:00,22.95,0.00
12839,09/11/2023 19:40:00,22.91,0.00
12840,09/11/2023 19:50:00,22.91,0.00
12841,09/11/2023 20:00:00,22.82,0.00
12842,09/11/2023 20:10:00,22.73,0.00
12843,09/11/2023 20:20:00,22.69,0.00
12844,09/11/2023 20:30:00,22.61,0.00
12845,09/11/2023 20:40:00,22.56,0.00
12846,09/11/2023 20:50:00,22.52,0.00
12847,09/11/2023 21:00:00,22.52,0.00
12848,09/11/2023 21:10:00,22.52,0.00
12849,09/11/2023 21:20:00,22.48,0.00
12850,09/11/2023 21:30:00,22.52,0.00
12851,09/11/2023 21:40:00,22.48,0.00
12852,09/11/2023 21:50:00,22.43,0.00
12853,09/11/2023 22:00:00,22.39,0.00
12854,09/11/2023 22:10:00,22.31,0.00
12855,09/11/2023 22:20:00,22.26,0.00
12856,09/11/2023 22:30:00,22.22,0.00
12857,09/11/2023 22:40:00,22.09,0.00
12858,09/11/2023 22:50:00,22.09,0.00
12859,09/11/2023 23:00:00,22.05,0.00
12860,09/11/2023 23:10:00,21.96,0.00
12861,09/11/2023 23:20:00,21.92,0.00
12862,09/11/2023 23:30:00,21.88,0.00
12863,09/11/2023 23:40:00,21.79,0.00
12864,09/11/2023 23:50:00,21.75,0.00
12865,09/12/2023 00:00:00,21.70,0.00
12866,09/12/2023 00:10:00,21.62,0.00
12867,09/12/2023 00:20:00,21.58,0.00
12868,09/12/2023 00:30:00,21.58,0.00
12869,09/12/2023 00:40:00,21.58,0.00
12870,09/12/2023 00:50:00,21.53,0.00
12871,09/12/2023 01:00:00,21.58,0.00
12872,09/12/2023 01:10:00,21.66,0.00
12873,09/12/2023 01:20:00,21.79,0.00
12874,09/12/2023 01:30:00,21.83,0.00
12875,09/12/2023 01:40:00,21.92,0.00
12876,09/12/2023 01:50:00,22.01,0.00
12877,09/12/2023 02:00:00,22.09,0.00
12878,09/12/2023 02:10:00,22.09,0.00
12879,09/12/2023 02:20:00,22.13,0.00
12880,09/12/2023 02:30:00,22.13,0.00
12881,09/12/2023 02:40:00,22.22,0.00
12882,09/12/2023 02:50:00,22.26,0.00
12883,09/12/2023 03:00:00,22.26,0.00
12884,09/12/2023 03:10:00,22.26,0.00
12885,09/12/2023 03:20:00,22.35,0.00
12886,09/12/2023 03:30:00,22.31,0.00
12887,09/12/2023 03:40:00,22.35,0.00
12888,09/12/2023 03:50:00,22.39,0.00
12889,09/12/2023 04:00:00,22.43,0.00
12890,09/12/2023 04:10:00,22.43,0.00
12891,09/12/2023 04:20:00,22.48,0.00
12892,09/12/2023 04:30:00,22.43,0.00
12893,09/12/2023 04:40:00,22.52,0.00
12894,09/12/2023 04:50:00,22.56,0.00
12895,09/12/2023 05:00:00,22.56,0.00
12896,09/12/2023 05:10:00,22.61,0.00
12897,09/12/2023 05:20:00,22.65,0.00
12898,09/12/2023 05:30:00,22.69,0.00
12899,09/12/2023 05:40:00,22.73,0.00
12900,09/12/2023 05:50:00,22.73,0.00
12901,09/12/2023 06:00:00,22.78,0.00
12902,09/12/2023 06:10:00,22.78,1.51
12903,09/12/2023 06:20:00,22.78,5.22
12904,09/12/2023 06:30:00,22.82,20.90
12905,09/12/2023 06:40:00,22.78,57.02
12906,09/12/2023 06:50:00,22.78,79.28
12907,09/12/2023 07:00:00,22.78,125.52
12908,09/12/2023 07:10:00,22.82,261.60
12909,09/12/2023 07:20:00,22.86,241.52
12910,09/12/2023 07:30:00,22.78,122.92
12911,09/12/2023 07:40:00,22.78,140.36
12912,09/12/2023 07:50:00,22.78,121.92
12913,09/12/2023 08:00:00,22.78,159.52
12914,09/12/2023 08:10:00,22.78,361.60
12915,09/12/2023 08:20:00,22.69,417.60
12916,09/12/2023 08:30:00,22.69,234.56
12917,09/12/2023 08:40:00,22.65,262.48
12918,09/12/2023 08:50:00,22.65,308.64
12919,09/12/2023 09:00:00,22.61,311.20
12920,09/12/2023 09:10:00,22.52,354.72
12921,09/12/2023 09:20:00,22.43,621.60
12922,09/12/2023 09:30:00,22.43,1994.24
12923,09/12/2023 09:40:00,22.39,513.28
12924,09/12/2023 09:50:00,22.39,549.28
12925,09/12/2023 10:00:00,22.39,623.36
12926,09/12/2023 10:10:00,22.39,332.00
12927,09/12/2023 10:20:00,22.35,276.32
12928,09/12/2023 10:30:00,22.35,394.08
12929,09/12/2023 10:40:00,22.35,433.12
12930,09/12/2023 10:50:00,22.35,476.00
12931,09/12/2023 11:00:00,22.35,508.96
12932,09/12/2023 11:10:00,22.26,371.36
12933,09/12/2023 11:20:00,22.26,312.96
12934,09/12/2023 11:30:00,22.18,491.68
12935,09/12/2023 11:40:00,22.18,626.72
12936,09/12/2023 11:50:00,22.18,557.92
12937,09/12/2023 12:00:00,22.05,667.52
12938,09/12/2023 12:10:00,22.09,998.08
12939,09/12/2023 12:20:00,22.01,697.28
12940,09/12/2023 12:30:00,22.05,1423.36
12941,09/12/2023 12:40:00,21.92,824.64
12942,09/12/2023 12:50:00,21.96,3694.08
12943,09/12/2023 13:00:00,22.01,3100.16
12944,09/12/2023 13:10:00,21.92,1206.72
12945,09/12/2023 13:20:00,21.88,1300.48
12946,09/12/2023 13:30:00,21.92,1904.00
12947,09/12/2023 13:40:00,22.01,2489.60
12948,09/12/2023 13:50:00,22.05,1925.12
12949,09/12/2023 14:00:00,22.05,1867.52
12950,09/12/2023 14:10:00,22.22,3360.00
12951,09/12/2023 14:20:00,22.22,1151.36
12952,09/12/2023 14:30:00,22.52,3307.52
12953,09/12/2023 14:40:00,22.48,2060.16
12954,09/12/2023 14:50:00,22.52,3174.40
12955,09/12/2023 15:00:00,22.48,3000.32
12956,09/12/2023 15:10:00,22.48,2876.16
12957,09/12/2023 15:20:00,22.43,908.16
12958,09/12/2023 15:30:00,22.48,648.48
12959,09/12/2023 15:40:00,22.39,374.08
12960,09/12/2023 15:50:00,22.43,340.00
12961,09/12/2023 16:00:00,22.48,1161.60
12962,09/12/2023 16:10:00,22.52,384.64
12963,09/12/2023 16:20:00,22.48,182.16
12964,09/12/2023 16:30:00,22.56,321.60
12965,09/12/2023 16:40:00,22.61,430.56
12966,09/12/2023 16:50:00,22.65,510.72
12967,09/12/2023 17:00:00,22.69,296.32
12968,09/12/2023 17:10:00,22.73,352.16
12969,09/12/2023 17:20:00,22.82,391.36
12970,09/12/2023 17:30:00,22.86,427.04
12971,09/12/2023 17:40:00,22.91,272.00
12972,09/12/2023 17:50:00,22.91,172.48
12973,09/12/2023 18:00:00,22.91,111.44
12974,09/12/2023 18:10:00,22.95,78.40
12975,09/12/2023 18:20:00,22.99,67.52
12976,09/12/2023 18:30:00,23.03,51.38
12977,09/12/2023 18:40:00,23.12,36.12
12978,09/12/2023 18:50:00,23.21,17.84
12979,09/12/2023 19:00:00,23.16,6.74
12980,09/12/2023 19:10:00,23.12,1.29
12981,09/12/2023 19:20:00,23.12,0.00
12982,09/12/2023 19:30:00,23.12,0.00
12983,09/12/2023 19:40:00,23.12,0.00
12984,09/12/2023 19:50:00,23.08,0.00
12985,09/12/2023 20:00:00,23.03,0.00
12986,09/12/2023 20:10:00,23.03,0.00
12987,09/12/2023 20:20:00,22.86,0.00
12988,09/12/2023 20:30:00,22.82,0.00
12989,09/12/2023 20:40:00,22.78,0.00
12990,09/12/2023 20:50:00,22.69,0.00
12991,09/12/2023 21:00:00,22.69,0.00
12992,09/12/2023 21:10:00,22.61,0.00
12993,09/12/2023 21:20:00,22.65,0.00
12994,09/12/2023 21:30:00,22.52,0.00
12995,09/12/2023 21:40:00,22.56,0.00
12996,09/12/2023 21:50:00,22.52,0.00
12997,09/12/2023 22:00:00,22.52,0.00
12998,09/12/2023 22:10:00,22.52,0.00
12999,09/12/2023 22:20:00,22.52,0.00
13000,09/12/2023 22:30:00,22.52,0.00
13001,09/12/2023 22:40:00,22.48,0.00
13002,09/12/2023 22:50:00,22.43,0.00
13003,09/12/2023 23:00:00,22.39,0.00
13004,09/12/2023 23:10:00,22.35,0.00
13005,09/12/2023 23:20:00,22.26,0.00
13006,09/12/2023 23:30:00,22.22,0.00
13007,09/12/2023 23:40:00,22.18,0.00
13008,09/12/2023 23:50:00,22.13,0.00
13009,09/13/2023 00:00:00,22.05,0.00
13010,09/13/2023 00:10:00,22.05,0.00
13011,09/13/2023 00:20:00,21.96,0.00
13012,09/13/2023 00:30:00,21.92,0.00
13013,09/13/2023 00:40:00,21.88,0.00
13014,09/13/2023 00:50:00,21.79,0.00
13015,09/13/2023 01:00:00,21.75,0.00
13016,09/13/2023 01:10:00,21.75,0.00
13017,09/13/2023 01:20:00,21.70,0.00
13018,09/13/2023 01:30:00,21.70,0.00
13019,09/13/2023 01:40:00,21.75,0.00
13020,09/13/2023 01:50:00,21.79,0.00
13021,09/13/2023 02:00:00,21.88,0.00
13022,09/13/2023 02:10:00,21.92,0.00
13023,09/13/2023 02:20:00,22.01,0.00
13024,09/13/2023 02:30:00,22.09,0.00
13025,09/13/2023 02:40:00,22.18,0.00
13026,09/13/2023 02:50:00,22.22,0.00
13027,09/13/2023 03:00:00,22.26,0.00
13028,09/13/2023 03:10:00,22.22,0.00
13029,09/13/2023 03:20:00,22.26,0.00
13030,09/13/2023 03:30:00,22.31,0.00
13031,09/13/2023 03:40:00,22.35,0.00
13032,09/13/2023 03:50:00,22.35,0.00
13033,09/13/2023 04:00:00,22.39,0.00
13034,09/13/2023 04:10:00,22.39,0.00
13035,09/13/2023 04:20:00,22.43,0.00
13036,09/13/2023 04:30:00,22.39,0.00
13037,09/13/2023 04:40:00,22.48,0.00
13038,09/13/2023 04:50:00,22.48,0.00
13039,09/13/2023 05:00:00,22.56,0.00
13040,09/13/2023 05:10:00,22.52,0.00
13041,09/13/2023 05:20:00,22.52,0.00
13042,09/13/2023 05:30:00,22.61,0.00
13043,09/13/2023 05:40:00,22.61,0.00
13044,09/13/2023 05:50:00,22.61,0.00
13045,09/13/2023 06:00:00,22.61,0.00
13046,09/13/2023 06:10:00,22.69,2.81
13047,09/13/2023 06:20:00,22.69,8.47
13048,09/13/2023 06:30:00,22.73,26.10
13049,09/13/2023 06:40:00,22.73,43.16
13050,09/13/2023 06:50:00,22.73,77.64
13051,09/13/2023 07:00:00,22.78,132.44
13052,09/13/2023 07:10:00,22.82,183.84
13053,09/13/2023 07:20:00,22.78,301.68
13054,09/13/2023 07:30:00,22.82,285.92
13055,09/13/2023 07:40:00,22.78,300.00
13056,09/13/2023 07:50:00,22.86,328.80
13057,09/13/2023 08:00:00,22.86,442.72
13058,09/13/2023 08:10:00,22.82,705.92
13059,09/13/2023 08:20:00,22.86,1180.80
13060,09/13/2023 08:30:00,22.91,3582.72
13061,09/13/2023 08:40:00,22.91,886.08
13062,09/13/2023 08:50:00,22.82,1110.72
13063,09/13/2023 09:00:00,22.82,2287.36
13064,09/13/2023 09:10:00,22.86,1827.84
13065,09/13/2023 09:20:00,22.86,1862.40
13066,09/13/2023 09:30:00,22.82,2493.44
13067,09/13/2023 09:40:00,22.73,2520.96
13068,09/13/2023 09:50:00,22.73,3057.92
13069,09/13/2023 10:00:00,22.65,1896.96
13070,09/13/2023 10:10:00,22.61,1638.40
13071,09/13/2023 10:20:00,22.56,1329.92
13072,09/13/2023 10:30:00,22.52,1448.32
13073,09/13/2023 10:40:00,22.56,1785.60
13074,09/13/2023 10:50:00,22.61,1071.68
13075,09/13/2023 11:00:00,22.61,3136.00
13076,09/13/2023 11:10:00,22.69,2486.40
13077,09/13/2023 11:20:00,22.61,1468.16
13078,09/13/2023 11:30:00,22.61,1382.40
13079,09/13/2023 11:40:00,22.65,1104.64
13080,09/13/2023 11:50:00,22.56,846.40
13081,09/13/2023 12:00:00,22.48,1313.92
13082,09/13/2023 12:10:00,22.48,845.44
13083,09/13/2023 12:20:00,22.43,679.04
13084,09/13/2023 12:30:00,22.35,393.28
13085,09/13/2023 12:40:00,22.22,274.64
13086,09/13/2023 12:50:00,22.18,391.52
13087,09/13/2023 13:00:00,22.13,288.48
13088,09/13/2023 13:10:00,22.13,290.24
13089,09/13/2023 13:20:00,22.13,268.32
13090,09/13/2023 13:30:00,22.13,298.88
13091,09/13/2023 13:40:00,22.05,156.80
13092,09/13/2023 13:50:00,22.09,129.84
13093,09/13/2023 14:00:00,22.05,266.64
13094,09/13/2023 14:10:00,22.05,496.00
13095,09/13/2023 14:20:00,22.13,374.08
13096,09/13/2023 14:30:00,22.09,261.60
13097,09/13/2023 14:40:00,22.18,176.96
13098,09/13/2023 14:50:00,22.26,943.36
13099,09/13/2023 15:00:00,22.39,701.76
13100,09/13/2023 15:10:00,22.43,736.32
13101,09/13/2023 15:20:00,22.52,2092.80
13102,09/13/2023 15:30:00,22.48,956.48
13103,09/13/2023 15:40:00,22.48,1289.28
13104,09/13/2023 15:50:00,22.48,714.56
13105,09/13/2023 16:00:00,22.52,896.32
13106,09/13/2023 16:10:00,22.56,544.96
13107,09/13/2023 16:20:00,22.52,492.48
13108,09/13/2023 16:30:00,22.56,193.60
13109,09/13/2023 16:40:00,22.56,289.36
13110,09/13/2023 16:50:00,22.56,219.60
13111,09/13/2023 17:00:00,22.56,186.48
13112,09/13/2023 17:10:00,22.65,163.84
13113,09/13/2023 17:20:00,22.65,170.00
13114,09/13/2023 17:30:00,22.69,174.32
13115,09/13/2023 17:40:00,22.65,82.84
13116,09/13/2023 17:50:00,22.69,59.24
13117,09/13/2023 18:00:00,22.73,80.24
13118,09/13/2023 18:10:00,22.78,62.32
13119,09/13/2023 18:20:00,22.82,75.80
13120,09/13/2023 18:30:00,22.91,67.14
13121,09/13/2023 18:40:00,22.91,81.22
13122,09/13/2023 18:50:00,22.91,42.82
13123,09/13/2023 19:00:00,22.95,13.15
13124,09/13/2023 19:10:00,22.91,0.64
13125,09/13/2023 19:20:00,22.95,0.00
13126,09/13/2023 19:30:00,22.95,0.00
13127,09/13/2023 19:40:00,22.95,0.00
13128,09/13/2023 19:50:00,22.99,0.00
13129,09/13/2023 20:00:00,22.95,0.00
13130,09/13/2023 20:10:00,22.91,0.00
13131,09/13/2023 20:20:00,22.91,0.00
13132,09/13/2023 20:30:00,22.91,0.00
13133,09/13/2023 20:40:00,22.91,0.00
13134,09/13/2023 20:50:00,22.82,0.00
13135,09/13/2023 21:00:00,22.78,0.00
13136,09/13/2023 21:10:00,22.78,0.00
13137,09/13/2023 21:20:00,22.69,0.00
13138,09/13/2023 21:30:00,22.69,0.00
13139,09/13/2023 21:40:00,22.69,0.00
13140,09/13/2023 21:50:00,22.65,0.00
13141,09/13/2023 22:00:00,22.61,0.00
13142,09/13/2023 22:10:00,22.65,0.00
13143,09/13/2023 22:20:00,22.61,0.00
13144,09/13/2023 22:30:00,22.65,0.00
13145,09/13/2023 22:40:00,22.65,0.00
13146,09/13/2023 22:50:00,22.61,0.00
13147,09/13/2023 23:00:00,22.56,0.00
13148,09/13/2023 23:10:00,22.65,0.00
13149,09/13/2023 23:20:00,22.56,0.00
13150,09/13/2023 23:30:00,22.52,0.00
13151,09/13/2023 23:40:00,22.48,0.00
13152,09/13/2023 23:50:00,22.48,0.00
13153,09/14/2023 00:00:00,22.39,0.00
13154,09/14/2023 00:10:00,22.39,0.00
13155,09/14/2023 00:20:00,22.31,0.00
13156,09/14/2023 00:30:00,22.22,0.00
13157,09/14/2023 00:40:00,22.22,0.00
13158,09/14/2023 00:50:00,22.22,0.00
13159,09/14/2023 01:00:00,22.18,0.00
13160,09/14/2023 01:10:00,22.05,0.00
13161,09/14/2023 01:20:00,22.05,0.00
13162,09/14/2023 01:30:00,21.96,0.00
13163,09/14/2023 01:40:00,21.92,0.00
13164,09/14/2023 01:50:00,21.88,0.00
13165,09/14/2023 02:00:00,21.88,0.00
13166,09/14/2023 02:10:00,21.83,0.00
13167,09/14/2023 02:20:00,21.88,0.00
13168,09/14/2023 02:30:00,21.96,0.00
13169,09/14/2023 02:40:00,22.01,0.00
13170,09/14/2023 02:50:00,22.01,0.00
13171,09/14/2023 03:00:00,22.09,0.00
13172,09/14/2023 03:10:00,22.18,0.00
13173,09/14/2023 03:20:00,22.26,0.00
13174,09/14/2023 03:30:00,22.26,0.00
13175,09/14/2023 03:40:00,22.31,0.00
13176,09/14/2023 03:50:00,22.31,0.00
13177,09/14/2023 04:00:00,22.35,0.00
13178,09/14/2023 04:10:00,22.35,0.00
13179,09/14/2023 04:20:00,22.39,0.00
13180,09/14/2023 04:30:00,22.39,0.00
13181,09/14/2023 04:40:00,22.39,0.00
13182,09/14/2023 04:50:00,22.43,0.00
13183,09/14/2023 05:00:00,22.43,0.00
13184,09/14/2023 05:10:00,22.43,0.00
13185,09/14/2023 05:20:00,22.39,0.00
13186,09/14/2023 05:30:00,22.48,0.00
13187,09/14/2023 05:40:00,22.48,0.00
13188,09/14/2023 05:50:00,22.52,0.00
13189,09/14/2023 06:00:00,22.56,0.00
13190,09/14/2023 06:10:00,22.56,4.33
13191,09/14/2023 06:20:00,22.61,15.86
13192,09/14/2023 06:30:00,22.56,20.03
13193,09/14/2023 06:40:00,22.56,32.65
13194,09/14/2023 06:50:00,22.56,63.14
13195,09/14/2023 07:00:00,22.56,152.60
13196,09/14/2023 07:10:00,22.65,189.28
13197,09/14/2023 07:20:00,22.61,247.52
13198,09/14/2023 07:30:00,22.61,281.52
13199,09/14/2023 07:40:00,22.61,348.48
13200,09/14/2023 07:50:00,22.65,1578.24
13201,09/14/2023 08:00:00,22.69,2283.52
13202,09/14/2023 08:10:00,22.78,3402.24
13203,09/14/2023 08:20:00,22.82,3580.16
13204,09/14/2023 08:30:00,22.82,3669.76
13205,09/14/2023 08:40:00,22.82,4456.96
13206,09/14/2023 08:50:00,22.78,4976.64
13207,09/14/2023 09:00:00,22.78,3264.00
13208,09/14/2023 09:10:00,22.73,2650.88
13209,09/14/2023 09:20:00,22.82,5084.16
13210,09/14/2023 09:30:00,22.91,8524.80
13211,09/14/2023 09:40:00,22.99,8565.76
13212,09/14/2023 09:50:00,22.99,12016.64
13213,09/14/2023 10:00:00,22.61,1331.20
13214,09/14/2023 10:10:00,22.56,1142.72
13215,09/14/2023 10:20:00,22.52,1208.64
13216,09/14/2023 10:30:00,22.48,2264.32
13217,09/14/2023 10:40:00,22.52,3276.80
13218,09/14/2023 10:50:00,22.52,3348.48
13219,09/14/2023 11:00:00,22.52,3674.88
13220,09/14/2023 11:10:00,22.52,3473.92
13221,09/14/2023 11:20:00,22.52,1430.40
13222,09/14/2023 11:30:00,22.52,2074.24
13223,09/14/2023 11:40:00,22.56,4463.36
13224,09/14/2023 11:50:00,22.61,4674.56
13225,09/14/2023 12:00:00,22.56,3596.80
13226,09/14/2023 12:10:00,22.65,3846.40
13227,09/14/2023 12:20:00,22.61,3528.96
13228,09/14/2023 12:30:00,22.52,2887.68
13229,09/14/2023 12:40:00,22.52,2720.00
13230,09/14/2023 12:50:00,22.48,2418.56
13231,09/14/2023 13:00:00,22.43,1712.64
13232,09/14/2023 13:10:00,22.39,1234.56
13233,09/14/2023 13:20:00,22.43,1244.80
13234,09/14/2023 13:30:00,22.35,1592.96
13235,09/14/2023 13:40:00,22.39,1577.60
13236,09/14/2023 13:50:00,22.26,1102.72
13237,09/14/2023 14:00:00,22.26,1301.12
13238,09/14/2023 14:10:00,22.26,1383.68
13239,09/14/2023 14:20:00,22.31,2304.64
13240,09/14/2023 14:30:00,22.48,3042.56
13241,09/14/2023 14:40:00,22.26,2533.12
13242,09/14/2023 14:50:00,22.26,3395.84
13243,09/14/2023 15:00:00,22.31,3659.52
13244,09/14/2023 15:10:00,22.39,4130.56
13245,09/14/2023 15:20:00,22.48,3229.44
13246,09/14/2023 15:30:00,22.56,2841.60
13247,09/14/2023 15:40:00,22.61,1094.08
13248,09/14/2023 15:50:00,22.56,1457.92
13249,09/14/2023 16:00:00,22.65,893.44
13250,09/14/2023 16:10:00,22.61,553.60
13251,09/14/2023 16:20:00,22.65,446.08
13252,09/14/2023 16:30:00,22.65,387.20
13253,09/14/2023 16:40:00,22.69,360.80
13254,09/14/2023 16:50:00,22.69,341.76
13255,09/14/2023 17:00:00,22.69,310.40
13256,09/14/2023 17:10:00,22.65,296.32
13257,09/14/2023 17:20:00,22.73,289.36
13258,09/14/2023 17:30:00,22.78,255.60
13259,09/14/2023 17:40:00,22.82,266.80
13260,09/14/2023 17:50:00,22.86,270.32
13261,09/14/2023 18:00:00,22.91,196.24
13262,09/14/2023 18:10:00,22.91,133.32
13263,09/14/2023 18:20:00,22.95,83.60
13264,09/14/2023 18:30:00,22.99,67.52
13265,09/14/2023 18:40:00,23.03,45.32
13266,09/14/2023 18:50:00,23.03,20.03
13267,09/14/2023 19:00:00,23.12,4.79
13268,09/14/2023 19:10:00,23.12,0.21
13269,09/14/2023 19:20:00,23.16,0.00
13270,09/14/2023 19:30:00,23.16,0.00
13271,09/14/2023 19:40:00,23.16,0.00
13272,09/14/2023 19:50:00,23.21,0.00
13273,09/14/2023 20:00:00,23.12,0.00
13274,09/14/2023 20:10:00,23.16,0.00
13275,09/14/2023 20:20:00,23.08,0.00
13276,09/14/2023 20:30:00,23.12,0.00
13277,09/14/2023 20:40:00,23.08,0.00
13278,09/14/2023 20:50:00,23.12,0.00
13279,09/14/2023 21:00:00,23.03,0.00
13280,09/14/2023 21:10:00,23.03,0.00
13281,09/14/2023 21:20:00,23.03,0.00
13282,09/14/2023 21:30:00,22.99,0.00
13283,09/14/2023 21:40:00,22.91,0.00
13284,09/14/2023 21:50:00,22.86,0.00
13285,09/14/2023 22:00:00,22.91,0.00
